date,국내총생산(시장가격 GDP),국민총소득(GNI)
2006-03,85441.31581046392,84886.78698916221
2006-04,85507.7748217289,85118.26373640473
2006-05,85860.5084582485,85589.41012091181
2006-06,86499.51672002264,86300.22614268344
2006-07,87424.79960705145,87250.71180171962
2006-08,88101.69562352006,87986.59936518894
2006-09,88530.20476942854,88507.8888330914
2006-10,88710.32704477683,88814.58020542697
2006-11,89105.06233003127,89164.81789444062
2006-12,89714.41062519187,89558.60190013236
2007-01,90538.3719302586,89995.93222250216
2007-02,91356.00830883134,90631.915636218
2007-03,92167.31976091008,91466.55214127983
2007-04,92972.30628649489,92499.84173768772
2007-05,93610.82320301993,93365.60783352389
2007-06,94082.8705104852,94063.85042878834
2007-07,94388.44820889075,94594.56952348107
2007-08,95060.68147682407,95318.89715454345
2007-09,96099.57031428514,96236.83332197549
2007-10,97505.1147212739,97348.37802577722
2007-11,98293.88978206566,98016.10568239474
2007-12,98465.89549666044,98240.01629182807
2008-01,98021.13186505817,98020.10985407722
2008-02,98105.39205836398,98227.95085408159
2008-03,98718.67607657786,98863.53929184118
2008-04,99860.98391969985,99926.87516735602
2008-05,100819.77294070546,100745.45276071766
2008-06,101595.04313959468,101319.27207192621
2008-07,102186.79451636759,101648.3331009815
2008-08,102192.51147328512,101688.6235325092
2008-09,101612.19401034729,101440.14336650928
2008-10,100445.8421275541,100902.89260298175
2008-11,99784.99756119023,100437.86045986354
2008-12,99629.66031125563,100045.04693715465
2009-01,99979.83037775035,99724.45203485498
2009-02,100558.60011106127,99994.06428313881
2009-03,101365.96951118842,100853.88368200614
2009-04,102401.93857813181,102303.91023145689
2009-05,103537.6269112688,103684.43419522695
2009-06,104773.03451059939,104995.45557331621
2009-07,106108.16137612358,106236.97436572482
2009-08,106905.94706041193,106912.94828953332
2009-09,107166.39156346447,107023.37734474176
2009-10,106889.49488528116,106568.26153135007
2009-11,107280.14955177446,106955.3114294896
2009-12,108338.35556294439,108184.52703916031
2010-01,110064.11291879092,110255.90836036227
2010-02,111566.79256865937,111978.17242039103
2010-03,112846.3945125497,113351.31921924665
2010-04,113902.91875046195,114375.34875692903
2010-05,114661.23574709358,115176.89457365285
2010-06,115121.34550244448,115755.9566694181
2010-07,115283.2480165148,116112.53504422479
2010-08,115717.13763264629,116403.55335475787
2010-09,116423.01435083893,116629.01160101734
2010-10,117400.87817109277,116788.90978300323
2010-11,118063.18549783666,117086.47699124727
2010-12,118409.9363310706,117521.71322574948
2011-01,118441.13067079456,118094.61848650986
2011-02,118566.83125262964,118646.18093681756
2011-03,118787.0380765758,119176.40057667257
2011-04,119101.75114263309,119685.27740607492
2011-05,119468.0410521726,120238.01355886932
2011-06,119885.90780519428,120834.6090350558
2011-07,120355.35140169822,121475.06383463436
2011-08,121028.89874955054,122215.52965855323
2011-09,121906.5498487513,123056.00650681245
2011-10,122988.30469930045,123996.49437941202
2011-11,123776.03988746242,124672.12056300291
2011-12,124269.75541323712,125082.88505758508
2012-01,124469.45127662468,125228.78786315862
2012-02,124607.08678500303,125508.59766718303
2012-03,124682.66193837223,125922.3144696583
2012-04,124696.1767367322,126469.93827058448
2012-05,124763.84788377308,126727.09051787762
2012-06,124885.67537949477,126693.77121153781
2012-07,125061.65922389746,126369.98035156495
2012-08,125351.11076707498,126382.09737289802
2012-09,125754.03000902744,126730.12227553701
2012-10,126270.41694975467,127414.0550594819
2012-11,126797.30097262048,127954.27196085668
2012-12,127334.68207762485,128350.77297966134
2013-01,127882.56026476782,128603.55811589594
2013-02,128440.33461297768,129083.01081303261
2013-03,129008.00512225452,129789.13107107137
2013-04,129585.57179259826,130721.91889001215
2013-05,130178.60961573549,131395.2766772382
2013-06,130787.11859166624,131809.2044327496
2013-07,131411.09872039052,131963.70215654618
